"","participant_id","sentence_type","answer","congruency","gender_german","gender_russian","target_noun","target_noun_translation","stimulus_sentence","correctness","mismatch_type","sentence_id","gender","age","proficiency","lextale_score","age_of_acquisition","language_use","language_environment","acquisition_vs_learning","judgement","is_judgement_correct"
"31","03fa4b312235ea95fa7100910aa20aa8","stimuli","NULL","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,13,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","not given","not given"
"32","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","noncongruent","m","f","Arm","рука","Diese Arm tut weh.","incorrect","m>f",21,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"33","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,15,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","incorrectly rejected","incorrect"
"34","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,6,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"35","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","congruent","n","n","Wort","слово","Die Wort klingt ungewohnt.","incorrect","n>f",11,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly rejected","correct"
"36","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,16,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","incorrectly rejected","incorrect"
"37","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,5,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"38","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,17,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"39","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,1,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"40","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","noncongruent","f","n","Zeit","время","Das Zeit ist wertvoll.","incorrect","f>n",20,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly rejected","correct"
"41","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","noncongruent","n","m","Schiff","корабль","Dieser Schiff sinkt langsam.","incorrect","n>m",24,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"42","03fa4b312235ea95fa7100910aa20aa8","stimuli","NULL","congruent","m","m","Wind","ветер","Die Wind weht stark.","incorrect","m>f",9,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","not given","not given"
"43","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","congruent","m","m","Weg","путь","Dieses Weg führt nirgendwohin.","incorrect","m>n",10,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly rejected","correct"
"44","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","congruent","f","f","Treppe","лестница","Das Treppe knarrt laut.","incorrect","f>n",8,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"45","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,3,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","incorrectly rejected","incorrect"
"46","03fa4b312235ea95fa7100910aa20aa8","stimuli","Нет","congruent","f","f","Welle","волна","Der Welle plätschert leise.","incorrect","f>m",7,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly rejected","correct"
"47","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,4,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"48","03fa4b312235ea95fa7100910aa20aa8","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,18,"Женский","20","B1","62.5","13","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"49","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,29,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"50","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","f","m","Insel","остров","Dieses Insel liegt weit.","incorrect","f>n",43,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"51","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","m","n","Name","имя","Diese Name klingt bekannt.","incorrect","m>f",46,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"52","09e9ab0e7b806aaf40248389cba888ef","stimuli","NULL","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,25,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","not given","not given"
"53","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","m","m","Stuhl","стул","Diese Stuhl ist klein.","incorrect","m>f",33,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"54","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,26,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"55","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","f","n","Wolke","облако","Die Wolke hängt tief.","correct",NA,38,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"56","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","n","n","Gold","золото","Dieser Gold glänzt hell.","incorrect","n>m",36,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"57","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,37,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"58","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","f","n","Sonne","солнце","Der Sonne brennt heiß.","incorrect","f>m",44,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"59","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","n","n","Ohr","ухо","Diese Ohr hört gut.","incorrect","n>f",35,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"60","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,41,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"61","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","m","f","Teller","тарелка","Das Teller ist kaputt.","incorrect","m>n",45,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"62","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,30,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"63","09e9ab0e7b806aaf40248389cba888ef","stimuli","NULL","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,27,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","not given","not given"
"64","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,40,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"65","09e9ab0e7b806aaf40248389cba888ef","stimuli","Нет","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,39,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly rejected","incorrect"
"66","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","f","f","Kette","цепь","Dieses Kette ist teuer.","incorrect","f>n",32,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"67","09e9ab0e7b806aaf40248389cba888ef","stimuli","Нет","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,42,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly rejected","incorrect"
"68","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","m","m","Zug","поезд","Dieses Zug rast schnell.","incorrect","m>n",34,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"69","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,28,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"70","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","n","f","Lied","песня","Dieser Lied klingt wunderschön.","incorrect","n>m",47,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"71","09e9ab0e7b806aaf40248389cba888ef","stimuli","Да","noncongruent","n","m","Auge","глаз","Die Auge sieht schlecht.","incorrect","n>f",48,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"72","09e9ab0e7b806aaf40248389cba888ef","stimuli","Нет","congruent","f","f","Woche","неделя","Dieser Woche ist schwer.","incorrect","f>m",31,"Женский","18","B1","58.75","6","20%","Нет","Уроки в общеобразовательной школе","correctly rejected","correct"
"73","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","f","f","Kette","цепь","Dieses Kette ist teuer.","incorrect","f>n",32,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"74","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","m","m","Stuhl","стул","Diese Stuhl ist klein.","incorrect","m>f",33,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"75","8442ea1e5e728bde5029273db19abb99","stimuli","NULL","noncongruent","m","f","Teller","тарелка","Das Teller ist kaputt.","incorrect","m>n",45,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","not given","not given"
"76","8442ea1e5e728bde5029273db19abb99","stimuli","NULL","noncongruent","n","m","Auge","глаз","Die Auge sieht schlecht.","incorrect","n>f",48,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","not given","not given"
"77","8442ea1e5e728bde5029273db19abb99","stimuli","NULL","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,25,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","not given","not given"
"78","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,42,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"79","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","f","f","Woche","неделя","Dieser Woche ist schwer.","incorrect","f>m",31,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"80","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,40,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"81","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","f","m","Insel","остров","Dieses Insel liegt weit.","incorrect","f>n",43,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"82","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,29,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"83","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","n","f","Lied","песня","Dieser Lied klingt wunderschön.","incorrect","n>m",47,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"84","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","m","m","Stein","камень","Dieser Stein ist selten.","correct",NA,27,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"85","8442ea1e5e728bde5029273db19abb99","stimuli","NULL","congruent","n","n","Ohr","ухо","Diese Ohr hört gut.","incorrect","n>f",35,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","not given","not given"
"86","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,26,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"87","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","n","n","Gold","золото","Dieser Gold glänzt hell.","incorrect","n>m",36,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"88","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,30,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"89","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","f","n","Sonne","солнце","Der Sonne brennt heiß.","incorrect","f>m",44,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"90","8442ea1e5e728bde5029273db19abb99","stimuli","Нет","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,37,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly rejected","incorrect"
"91","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,39,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"92","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","m","m","Zug","поезд","Dieses Zug rast schnell.","incorrect","m>n",34,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"93","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","f","n","Wolke","облако","Die Wolke hängt tief.","correct",NA,38,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"94","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","m","n","Name","имя","Diese Name klingt bekannt.","incorrect","m>f",46,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","incorrectly accepted","incorrect"
"95","8442ea1e5e728bde5029273db19abb99","stimuli","Да","noncongruent","n","f","Bett","кровать","Dieses Bett ist weich.","correct",NA,41,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"96","8442ea1e5e728bde5029273db19abb99","stimuli","Да","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,28,NA,"",NA,"70.00","11","10%","Нет","Уроки в общеобразовательной школе","correctly accepted","correct"
"97","3370af10daa9dff07b55644748645b84","stimuli","NULL","congruent","n","n","Herz","сердце","Der Herz klopft unruhig.","incorrect","n>m",12,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","not given","not given"
"98","3370af10daa9dff07b55644748645b84","stimuli","NULL","noncongruent","f","m","Stimme","голос","Der Stimme klingt traurig.","incorrect","f>m",19,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","not given","not given"
"99","3370af10daa9dff07b55644748645b84","stimuli","NULL","congruent","m","m","Tag","день","Dieser Tag ist sonnig.","correct",NA,4,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","not given","not given"
"100","3370af10daa9dff07b55644748645b84","stimuli","Нет","congruent","n","n","Knie","колено","Das Knie tut weh.","correct",NA,6,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","incorrectly rejected","incorrect"
"101","3370af10daa9dff07b55644748645b84","stimuli","Нет","noncongruent","m","n","Baum","дерево","Dieses Baum wächst schnell.","incorrect","m>n",22,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly rejected","correct"
"102","3370af10daa9dff07b55644748645b84","stimuli","Нет","congruent","n","n","Wort","слово","Die Wort klingt ungewohnt.","incorrect","n>f",11,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly rejected","correct"
"103","3370af10daa9dff07b55644748645b84","stimuli","NULL","noncongruent","m","f","Fuß","нога","Der Fuß schmerzt stark.","correct",NA,15,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","not given","not given"
"104","3370af10daa9dff07b55644748645b84","stimuli","Да","noncongruent","n","m","Jahr","год","Dieses Jahr vergeht schnell.","correct",NA,18,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly accepted","correct"
"105","3370af10daa9dff07b55644748645b84","stimuli","Нет","congruent","f","f","Tasse","чашка","Die Tasse ist gesprungen.","correct",NA,2,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","incorrectly rejected","incorrect"
"106","3370af10daa9dff07b55644748645b84","stimuli","NULL","congruent","n","n","Meer","море","Das Meer plätschert ruhig.","correct",NA,5,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","not given","not given"
"107","3370af10daa9dff07b55644748645b84","stimuli","Нет","congruent","m","m","Wind","ветер","Die Wind weht stark.","incorrect","m>f",9,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly rejected","correct"
"108","3370af10daa9dff07b55644748645b84","stimuli","Нет","noncongruent","f","n","Zeit","время","Das Zeit ist wertvoll.","incorrect","f>n",20,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly rejected","correct"
"109","3370af10daa9dff07b55644748645b84","stimuli","Да","noncongruent","f","m","Blume","цветок","Die Blume duftet wunderbar.","correct",NA,13,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly accepted","correct"
"110","3370af10daa9dff07b55644748645b84","stimuli","Нет","noncongruent","n","f","Leben","жизнь","Die Leben geht weiter.","incorrect","n>f",23,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly rejected","correct"
"111","3370af10daa9dff07b55644748645b84","stimuli","Да","congruent","f","f","Welle","волна","Der Welle plätschert leise.","incorrect","f>m",7,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","incorrectly accepted","incorrect"
"112","3370af10daa9dff07b55644748645b84","stimuli","NULL","noncongruent","m","n","See","озеро","Dieser See ist sauber.","correct",NA,16,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","not given","not given"
"113","3370af10daa9dff07b55644748645b84","stimuli","Да","congruent","f","f","Kerze","свеча","Diese Kerze brennt langsam.","correct",NA,1,"Женский","20","C1","63.75","15","60%","Да%2C дольше года","Другое","correctly accepted","correct"
